time_hour,previous_incidents,crowd_level,weather_risk,tourist_density,zone_risk,risk_score,risk_label
15,4,High,Low,Low,High,48.62373854952761,Medium
5,3,High,Low,Medium,High,66.88678135398465,Medium
7,4,Low,High,Medium,Low,51.088748661286346,Medium
17,1,Low,Medium,High,Low,32.99275268824183,Medium
11,1,Medium,Low,High,High,46.87230396870015,Medium
14,2,Low,Low,Low,Medium,23.276158233358096,Low
8,0,High,High,High,High,42.46108039501413,Medium
12,1,High,Low,Low,Low,0.6374717088756345,Low
14,4,Medium,High,Low,Medium,54.50793210407275,Medium
9,1,Low,Low,High,Medium,30.921601859060257,Medium
15,1,Low,Medium,High,High,61.8803953394635,Medium
6,5,Low,Low,Low,High,85.2116822847665,High
16,3,High,Medium,High,Low,36.73961439842421,Medium
22,4,Low,Medium,High,Medium,91.24963868193305,High
20,4,Low,Medium,Low,Low,48.54795861763647,Medium
21,2,Low,Low,Low,High,67.43223068236183,Medium
6,2,High,Low,Medium,Medium,42.1345691151969,Medium
13,2,Medium,Low,High,High,49.01900405530285,Medium
14,2,High,Low,Medium,Low,8.742029757467469,Low
20,3,High,High,Low,Low,38.25081058492762,Medium
6,1,Medium,Medium,Medium,Low,33.76113261812815,Medium
8,4,Low,Low,Medium,Low,37.1505962074545,Medium
18,2,Low,High,Medium,Low,44.003746547187895,Medium
15,3,Medium,High,Low,High,59.52561596029152,Medium
7,2,High,Medium,High,Low,23.440147863200774,Low
17,2,Low,Medium,Medium,Medium,42.391279953613626,Medium
22,1,Low,High,High,High,91.49369818118168,High
17,1,Medium,Medium,High,High,52.28030177237444,Medium
19,1,Low,Medium,High,Medium,54.54023930196158,Medium
6,4,Medium,Medium,High,Low,49.619705182768215,Medium
2,1,Low,Low,High,Low,53.55596314229179,Medium
17,2,Low,High,Medium,Low,40.216178435373635,Medium
9,1,Low,Medium,Medium,Medium,40.812868799356124,Medium
6,2,Medium,Medium,Medium,Medium,45.66847826182792,Medium
16,3,Medium,Low,Medium,Medium,33.87200890867314,Medium
13,2,Low,Low,Low,High,51.96186017822001,Medium
23,2,High,Low,Medium,High,69.79801152932082,Medium
2,0,Low,Low,Low,High,55.787673690810664,Medium
11,0,Low,Medium,Low,High,52.82207928115976,Medium
12,0,Medium,Low,Low,Low,0.0,Low
1,3,Low,Low,High,Low,60.43418307127725,Medium
2,3,Medium,Medium,Medium,Low,59.22752961966459,Medium
4,2,High,Medium,Low,Medium,68.34979121897076,Medium
10,0,Medium,Low,Medium,Medium,22.267887168435003,Low
7,3,Medium,Low,Low,Low,15.052239138184706,Low
22,1,Medium,High,High,High,86.11051758637844,High
22,1,Low,Low,Low,Low,43.526815171079086,Medium
11,2,Medium,High,Low,High,49.58400417056568,Medium
6,3,Low,Low,High,Low,41.496990847708446,Medium
14,2,High,Medium,Medium,Low,21.41626120918838,Low
23,2,Low,Low,High,Low,58.17434127338756,Medium
16,3,Medium,Medium,Medium,Low,32.269181342290025,Medium
3,6,High,Low,Low,Low,53.908541107042076,Medium
21,2,High,Low,Medium,Medium,35.77985455911995,Medium
12,0,High,Low,Low,Low,1.4831563776030183,Low
17,3,Medium,Medium,Low,High,66.92953843133564,Medium
0,0,Low,High,Low,Low,47.13210739131504,Medium
15,1,High,Low,High,Low,1.4447656192602452,Low
12,0,Low,Low,Medium,High,43.55994810050741,Medium
9,5,Low,Medium,Low,Low,53.270313761611966,Medium
11,0,Medium,High,Low,Medium,34.96673232560886,Medium
1,7,Medium,Medium,High,Low,71.85896343907272,High
22,2,High,High,Low,Low,34.13326358854845,Medium
2,4,High,Low,Medium,Low,43.84093084042115,Medium
9,4,High,Low,Medium,Medium,44.628412796330196,Medium
1,1,Low,Low,Medium,Low,34.52580772725622,Medium
22,2,Medium,Medium,Low,Medium,60.12395451814441,Medium
12,1,High,Low,High,High,35.55960080656716,Medium
12,2,High,Low,Medium,Low,14.922549832657666,Low
17,0,Low,Low,Low,High,29.99545399065667,Low
2,3,Low,Medium,Low,Low,59.19347689876272,Medium
6,2,High,Low,Low,High,49.9402891771256,Medium
13,2,Low,Low,Low,High,49.8900881812694,Medium
19,3,Medium,High,High,Low,57.615933005992424,Medium
16,0,Low,Low,Low,High,30.753882136068896,Medium
20,2,Medium,Low,High,Low,25.26795962994003,Low
11,0,Medium,Medium,Medium,Low,10.041418409367873,Low
15,0,Low,High,Low,Medium,43.02094654112213,Medium
23,4,Medium,Medium,Low,High,90.07640293877708,High
11,1,Low,Low,Medium,High,51.037188407475924,Medium
14,2,Low,High,Medium,Low,36.48074630536102,Medium
9,0,Low,Medium,High,Medium,37.417689711161344,Medium
6,0,Medium,Low,Medium,Low,22.634162406038307,Low
19,4,Low,Medium,Medium,Low,70.12637774531672,High
4,0,Medium,Medium,Low,Medium,51.653988912899536,Medium
0,2,Medium,Medium,High,Low,55.06583022484707,Medium
16,1,Medium,High,High,Low,23.077126532856617,Low
2,2,Medium,Medium,Medium,High,80.18199237056228,High
12,2,Medium,High,Low,Medium,32.88659582352326,Medium
13,2,Low,Medium,Medium,High,71.88268483870931,High
23,2,Medium,Low,High,Low,48.36022735713709,Medium
17,2,Low,Medium,Medium,High,63.654349411968816,Medium
3,1,High,Low,Medium,Low,23.051687046200257,Low
17,1,High,Low,High,Medium,25.089728079683653,Low
4,1,Low,Medium,Low,Medium,54.98614789184538,Medium
15,5,Medium,Medium,Medium,High,70.11333778669201,High
0,3,High,Low,Low,Low,40.490044986789286,Medium
20,2,Low,Low,Low,Low,29.723284171441854,Low
13,1,Medium,Low,High,Medium,28.759539131214545,Low
14,3,Low,High,Medium,Low,61.9818922341952,Medium
8,0,Medium,Low,High,Medium,12.27008614465066,Low
14,2,High,Medium,Medium,Low,14.367105632316047,Low
16,1,Medium,Medium,High,Low,20.448758703572377,Low
23,3,Medium,Low,Medium,Low,43.81613721337341,Medium
3,1,High,Low,Low,Low,28.717672428297977,Low
11,0,Medium,Low,High,High,41.241894624119325,Medium
4,2,Medium,Medium,Low,Low,45.270038172949235,Medium
4,3,Medium,Medium,Medium,Medium,70.81723697890651,High
10,1,Medium,Medium,Medium,Low,7.217221958339508,Low
5,2,High,Medium,Low,Low,29.83584189957068,Low
6,1,High,Low,Low,Low,14.159920661276923,Low
23,3,High,Low,High,Low,41.84125184601124,Medium
13,2,Medium,High,Low,High,67.71245533742952,Medium
23,1,Low,Medium,Medium,High,82.5562119054696,High
10,4,High,Medium,Medium,High,62.35200342315877,Medium
12,0,Medium,Medium,Medium,Medium,26.754571003507206,Low
1,7,High,Low,High,Medium,63.096368252077994,Medium
6,2,Low,Low,High,High,65.92546315587595,Medium
19,4,High,Medium,Low,Medium,52.34023293949967,Medium
3,3,Low,High,Medium,Medium,93.8927159526423,High
7,3,Low,Low,Low,Medium,40.253061776824254,Medium
19,6,Medium,Low,Medium,Medium,62.23565450974228,Medium
21,1,Medium,Low,Medium,Medium,39.728407345230295,Medium
20,0,Low,Low,Low,Medium,32.202973703772905,Medium
18,3,Medium,Medium,Low,Medium,35.384516347120694,Medium
12,1,Low,High,Medium,High,61.922163864151756,Medium
13,0,Low,Medium,Low,Low,13.543174520713933,Low
9,0,Low,High,Low,Medium,34.47534813900356,Medium
10,1,High,Medium,High,Low,22.17343962545563,Low
1,3,Low,Low,Low,High,86.51259234658013,High
8,5,Low,High,Medium,Low,53.502423418550066,Medium
16,1,Medium,Low,Low,Low,7.005198514431007,Low
2,4,Medium,High,High,High,100.0,High
23,3,High,Medium,Low,Medium,60.281603906931515,Medium
5,2,High,Low,Medium,Low,23.20089862257487,Low
4,2,High,Medium,Medium,Low,35.12416432359643,Medium
4,1,Low,Low,High,High,67.0480987755408,Medium
21,3,Medium,Low,High,Low,38.120013912794874,Medium
14,3,Medium,Low,Low,Low,15.670211032545696,Low
22,6,Low,High,High,Medium,100.0,High
16,2,Low,Medium,Medium,Medium,45.10302656385004,Medium
8,2,Medium,Low,High,Medium,34.92731509273041,Medium
2,2,Low,Low,High,Medium,59.937844585855515,Medium
19,2,High,Medium,Medium,High,61.15603221739412,Medium
16,3,High,Low,Medium,High,31.650746319617625,Medium
9,3,Low,Medium,Medium,Medium,50.56762825197793,Medium
2,2,Low,Medium,Medium,Low,56.084922191025925,Medium
17,3,High,Low,Low,Low,1.9391034512535157,Low
17,2,Low,Low,Low,Medium,44.57955795265431,Medium
16,1,High,Medium,Low,Medium,23.41019927990268,Low
23,1,Medium,Low,High,Low,34.44891235447113,Medium
2,2,High,Low,Low,Medium,58.28749435183349,Medium
2,1,Medium,Low,Low,High,62.32040706921347,Medium
5,3,Low,Low,Low,Low,42.09229175899467,Medium
12,3,Low,High,Medium,Medium,61.550499263125914,Medium
23,1,Medium,Medium,High,Medium,58.652401688447796,Medium
14,4,High,Medium,Medium,Low,32.13059926831867,Medium
8,4,Low,Low,Low,Medium,31.864058639653813,Medium
3,2,Medium,Low,High,Low,33.648365276009216,Medium
13,2,Low,Low,Low,Medium,27.85360732005801,Low
4,5,High,Medium,High,Medium,66.52029977326713,Medium
1,2,High,Low,Low,Medium,49.6734259634745,Medium
10,5,Low,Medium,High,Low,51.25518220166332,Medium
8,3,Low,Low,Low,Low,34.819781682253826,Medium
23,3,Low,High,High,Medium,90.2496399581126,High
2,1,Medium,High,Low,Low,41.243487917016154,Medium
8,3,Medium,Low,Low,Low,16.601188582398652,Low
2,0,Low,Medium,High,Low,56.671377664951464,Medium
1,3,High,Low,Low,Medium,50.50246823477622,Medium
11,1,Medium,Medium,High,High,58.485921938822855,Medium
9,0,Medium,Low,Medium,High,39.58192079062947,Medium
8,1,Low,Low,Medium,Low,15.560372512448447,Low
14,5,Low,Low,Medium,Low,40.06172772739393,Medium
7,0,Medium,High,High,Medium,34.72988547216692,Medium
4,3,Medium,Medium,High,High,80.7678022981656,High
10,1,Medium,Low,Medium,Low,0.06629048617907429,Low
1,2,High,Medium,Low,Low,35.99978013481862,Medium
23,3,Medium,Low,Low,Low,27.364787375170287,Low
14,4,Low,Low,Low,Medium,41.15690780993748,Medium
5,0,High,High,Medium,Low,28.816015125394532,Low
7,1,Medium,Low,High,High,34.55753943044033,Medium
4,4,Low,Medium,High,Medium,96.58270819087244,High
15,1,Low,Low,High,Low,26.43500250985332,Low
17,4,High,Low,Medium,Low,32.96105592380451,Medium
5,5,High,Low,Low,Low,48.22885772544072,Medium
4,1,Low,High,High,Medium,83.28526919512208,High
15,2,Low,Medium,High,Medium,48.284535523414995,Medium
12,3,Medium,Low,Medium,Low,10.873452950142966,Low
4,1,High,Medium,Low,Medium,38.97521725686243,Medium
12,3,Low,High,Medium,Medium,73.59391541334634,High
16,2,High,Low,Low,Low,0.0,Low
17,3,Low,Low,Low,Low,25.51337682467717,Low
7,1,Low,Low,Medium,Low,26.028757975955255,Low
12,0,Low,Low,Low,Low,3.5573938258435884,Low
18,3,Low,Medium,High,Low,50.720945455330586,Medium
2,0,Low,Low,Low,Low,33.42628421173007,Medium
23,1,High,Low,Medium,Low,30.120836902226667,Medium
7,0,Low,Low,High,High,45.084962381268866,Medium
1,2,Low,Low,Medium,Low,44.29807959127261,Medium
7,1,Low,Medium,High,Low,34.97790078894336,Medium
12,1,High,Medium,Medium,Medium,30.236179117335446,Medium
12,1,High,Low,High,Low,12.243976232815598,Low
0,0,Low,Low,Low,Low,39.89915672209456,Medium
5,1,Medium,Low,Low,Low,14.2560146883826,Low
23,0,Low,High,Medium,High,87.23317025377563,High
18,2,Medium,Low,High,Low,24.24890325412373,Low
15,3,Low,Low,Medium,High,63.315518482450905,Medium
7,2,Medium,Low,Low,Medium,23.389175017520206,Low
0,3,Medium,Low,Low,Medium,59.00534846647421,Medium
15,2,Medium,Low,Low,Medium,13.888254162826986,Low
8,1,Low,Medium,Medium,Low,29.131432400707794,Low
12,3,Low,Medium,Low,Low,28.19410527092046,Low
10,0,Medium,Low,Low,Low,0.0,Low
12,0,Medium,Medium,Low,Low,4.359538810353634,Low
20,1,Low,Medium,Medium,High,69.16306449102362,Medium
9,4,High,Low,High,Medium,31.556846767029047,Medium
3,4,Medium,Low,Medium,Low,56.103646300520964,Medium
5,0,Low,Low,Low,Medium,41.33648539507859,Medium
6,7,Low,High,Low,High,91.00540010451567,High
4,3,High,Medium,Medium,High,70.69912782685489,High
10,3,Low,Low,Medium,Medium,40.40948914362535,Medium
12,4,High,Low,Medium,Low,26.324731455493442,Low
18,2,Medium,Medium,High,Low,26.47363006889343,Low
22,3,Low,Low,High,Low,58.64430136099459,Medium
9,1,Medium,Medium,Low,Low,11.970928052590008,Low
9,3,Low,Low,Low,Low,22.846053802545956,Low
10,1,Low,High,Medium,High,66.86683210894435,Medium
20,1,Low,Medium,Medium,High,77.96385374911922,High
6,2,High,Low,Medium,Medium,31.50420695844614,Medium
17,2,Medium,Medium,High,Medium,45.61674671447173,Medium
3,2,Low,Low,Low,Medium,60.54676941695429,Medium
1,2,Low,Low,High,Low,53.497774745790935,Medium
13,3,Medium,Medium,Medium,High,67.13809936734962,Medium
12,3,Low,Low,High,Low,40.81262259896472,Medium
11,4,Low,Medium,Medium,Medium,59.92318739959937,Medium
6,3,Low,Low,Medium,Low,48.444902356030255,Medium
1,2,Medium,Medium,Low,High,63.56397180060389,Medium
12,1,Low,Low,High,Medium,24.695792643360704,Low
13,2,Medium,Medium,Low,Medium,29.65404934009304,Low
16,4,Medium,Low,Medium,Low,20.838484777798694,Low
8,1,High,Low,Low,Low,0.0,Low
16,2,High,Low,Low,Medium,27.72031747834827,Low
7,1,Medium,Low,Low,Low,3.6192663235362876,Low
1,1,Medium,Low,Low,High,65.51244899545384,Medium
23,2,High,Low,Low,High,66.37849465461093,Medium
12,1,Medium,High,High,Low,18.369930688934126,Low
2,4,Medium,Low,Low,Low,52.19078613478881,Medium
15,1,Low,Medium,High,High,67.99592031252745,Medium
5,2,High,Medium,Low,Low,33.41335070989326,Medium
18,1,Low,Low,Medium,Low,18.40822538769959,Low
6,4,Low,Medium,Low,Low,53.546173908289234,Medium
9,3,Medium,High,Low,Low,33.93855892095697,Medium
8,1,High,Low,Low,Low,0.0,Low
1,2,Medium,High,Medium,Low,49.92152970862771,Medium
14,0,High,Low,Low,Medium,4.287470170605497,Low
4,3,High,Medium,High,Medium,71.84398786041218,High
21,3,Medium,Low,Medium,Medium,47.301757089931165,Medium
3,2,Medium,Low,High,Low,44.81889690347787,Medium
19,4,Medium,Medium,High,High,87.76782538164743,High
3,2,High,Low,Medium,Medium,50.672227743625434,Medium
17,3,Medium,Low,High,Low,18.361170531593068,Low
3,1,High,Low,Low,Medium,53.456017413071706,Medium
16,1,Low,Medium,High,Low,29.428703704128537,Low
11,4,Low,Medium,Low,Low,39.081701972553866,Medium
21,3,Low,Low,Medium,High,74.93063629814236,High
16,1,Medium,Low,Medium,Low,8.374186231047748,Low
9,2,High,Medium,High,Medium,36.84944622112134,Medium
21,1,Low,Medium,High,Low,39.80763727729677,Medium
0,1,Low,Low,Low,High,76.0488340704922,High
21,1,Low,Low,Medium,Low,37.92711399871893,Medium
23,0,Medium,Low,High,Low,43.13769656126377,Medium
17,3,Low,High,Medium,Medium,74.02261330011234,High
17,1,Low,Medium,Low,Medium,26.36963548846303,Low
13,3,High,Low,Medium,Medium,34.88859996194438,Medium
14,2,Low,Medium,High,Medium,45.126108654908684,Medium
11,1,Medium,Low,Medium,Low,16.95182502562834,Low
3,5,Medium,Low,Medium,Low,60.16858448002267,Medium
2,0,Medium,High,Medium,Medium,54.851674840291906,Medium
19,6,Low,High,Medium,Medium,79.41499436884624,High
11,2,High,Medium,High,Low,18.30375184298117,Low
6,2,Medium,Low,Medium,Medium,37.403899810749905,Medium
10,0,Low,Low,Medium,High,51.211897404708004,Medium
0,3,Low,High,High,Medium,91.66022114849743,High
5,0,Low,Medium,Low,Low,23.259493853065944,Low
14,1,High,Low,High,Low,10.778782932581318,Low
14,0,Medium,Low,Medium,Low,5.670969998401414,Low
18,2,Low,High,High,Low,44.46984088734596,Medium
10,0,Low,High,Low,Low,32.75960472281428,Medium
22,2,High,Medium,Medium,Low,46.824581519554314,Medium
1,2,High,Medium,High,Low,50.34635980512729,Medium
13,2,Medium,Low,Medium,Low,4.344842004608729,Low
1,2,Medium,Medium,Low,Low,42.39828443602749,Medium
3,5,High,Medium,Low,Low,61.40734676515987,Medium
16,1,Medium,Low,Medium,Low,11.701398084565414,Low
2,3,Medium,Medium,Medium,Low,54.99428119652043,Medium
12,1,Low,High,Medium,Low,39.63460906459087,Medium
8,1,High,Low,Medium,High,37.21155684334471,Medium
6,1,Low,Medium,High,Medium,63.34236889866046,Medium
14,1,Low,Medium,Medium,Low,29.875318232962616,Low
22,3,High,Medium,Low,High,80.08094686479822,High
10,1,Medium,Medium,Low,Low,17.779155986587696,Low
19,3,High,Low,Medium,Medium,43.49732493125019,Medium
1,1,Medium,Medium,Medium,Low,42.81340527227308,Medium
14,3,High,Low,Medium,High,47.46516679429311,Medium
13,0,Low,Medium,High,Low,18.53416846919847,Low
19,2,Medium,Low,Medium,Low,18.731036939911775,Low
21,5,Low,Low,High,Low,63.02200712493339,Medium
10,2,Low,Low,High,High,63.34378122612789,Medium
2,0,Low,Low,Low,Low,34.8463940167837,Medium
16,3,Medium,Low,High,Low,28.13329160261481,Low
11,3,Low,Low,Medium,Low,35.938119499969034,Medium
23,2,Medium,Medium,Medium,High,81.6138592789545,High
20,4,Low,High,Medium,Low,69.36300011463786,Medium
14,1,Low,High,High,Medium,47.223476886409586,Medium
15,2,Medium,High,High,Low,45.87493709186029,Medium
4,3,High,Medium,Medium,Medium,66.94010671597415,Medium
19,0,Low,Low,Low,Low,27.61384774759273,Low
5,2,Medium,Medium,Medium,Low,39.507445195229266,Medium
18,1,High,Medium,Low,High,32.81502553029691,Medium
4,1,Medium,Low,Medium,Medium,45.881937255527106,Medium
2,1,Medium,Medium,High,High,73.85065583075557,High
0,5,Low,Low,Medium,Medium,90.89328381159322,High
5,4,Medium,High,Low,Low,46.22484590734665,Medium
14,2,Low,Medium,Medium,Medium,41.48201770275023,Medium
1,1,Medium,High,Low,Medium,64.57549684730641,Medium
2,1,High,Low,Low,Low,36.5165537372498,Medium
16,0,Medium,Low,Medium,Low,0.0,Low
23,2,Low,High,High,Low,79.60120754694975,High
11,1,High,Low,Medium,Low,9.478192274268892,Low
17,3,Medium,Low,Medium,Low,19.470675903789953,Low
14,4,High,Medium,Medium,High,53.064114555005254,Medium
11,2,Medium,High,Low,High,55.976270044810796,Medium
15,1,Low,Low,High,Medium,34.253699034979626,Medium
7,2,Medium,Low,Medium,Low,23.201917573993946,Low
13,3,Medium,Medium,High,Low,33.79928531529033,Medium
16,3,Low,Low,High,Medium,53.887646120343625,Medium
20,1,Medium,Low,Medium,Medium,39.92632769048108,Medium
7,2,Medium,High,High,Medium,47.16072747211397,Medium
14,3,Medium,Medium,High,High,64.43340484531389,Medium
13,1,Low,High,Medium,Low,42.007219738520064,Medium
17,2,Medium,Low,Low,Low,11.544100430845369,Low
19,3,Low,Medium,High,Low,54.40556546569479,Medium
6,0,Medium,High,Low,Low,32.14192327688575,Medium
2,2,Low,Medium,Medium,Low,51.19887790958053,Medium
11,2,Low,Low,Low,High,38.77951870415913,Medium
20,2,Low,High,Medium,High,85.72815583541701,High
23,1,Low,Medium,High,High,93.14623089411359,High
2,3,Medium,Medium,Low,High,91.81078560500006,High
19,3,High,Low,High,High,64.1776982871705,Medium
13,2,Medium,Medium,Low,High,54.94533185251902,Medium
14,0,Medium,High,Medium,Medium,42.90865562204142,Medium
13,1,High,Medium,Medium,Low,13.18843459240475,Low
6,3,High,Low,Low,Low,21.152479249473785,Low
16,4,High,Low,Medium,Low,18.535146172810244,Low
11,0,Low,Low,High,Low,16.23205378823861,Low
19,0,Medium,Low,Medium,High,54.696340404544166,Medium
3,2,High,Medium,Medium,Low,49.593506956384815,Medium
8,1,High,Low,Medium,Low,3.6884041550214697,Low
5,2,Medium,Low,Low,Low,31.473509955634533,Medium
15,1,Low,Low,High,Low,26.71665940125933,Low
21,0,High,Low,Medium,Low,9.697320935761619,Low
21,0,Medium,Medium,Medium,Low,25.06223401946359,Low
20,1,Low,Medium,Low,Low,38.415452360671814,Medium
20,1,Low,High,Medium,Low,48.82043626856709,Medium
1,4,Medium,Low,Medium,Medium,78.44614201337728,High
23,0,Low,Medium,Medium,Low,46.10139685337428,Medium
7,1,Low,Low,Medium,Medium,26.705573953851953,Low
10,3,High,Low,High,Low,22.875329675789885,Low
12,7,Low,Medium,Medium,Low,50.25125081465535,Medium
16,0,Medium,Medium,Medium,Medium,18.944153513839737,Low
7,5,High,Low,High,Low,36.98630912609868,Medium
20,1,Medium,Low,High,Low,4.354007237904717,Low
17,1,Low,Medium,Medium,High,59.73093193841157,Medium
17,3,Medium,Medium,Medium,Medium,30.784429373985915,Medium
13,2,Low,Low,Low,Low,22.030941112347147,Low
14,0,Low,Medium,Low,High,51.32093418465365,Medium
5,1,Medium,High,High,High,76.39271643980335,High
10,1,High,Low,Medium,Low,9.850839854131749,Low
12,0,Medium,Low,Low,High,23.67204771659438,Low
0,0,Low,Low,High,High,74.13852777145087,High
5,3,Medium,Medium,High,Low,41.79363070298899,Medium
8,3,Low,Low,High,Medium,46.44752595685749,Medium
7,4,Medium,High,Medium,Low,43.338838753145126,Medium
10,2,Low,Medium,Medium,Medium,46.47462049415095,Medium
21,1,High,Low,Low,Medium,21.782543441800932,Low
18,1,Low,Low,High,Low,25.931541109328126,Low
23,3,Low,Medium,High,High,100.0,High
8,2,Medium,Low,High,High,44.83297561895137,Medium
16,2,Low,High,High,High,74.8937179064867,High
11,2,Medium,Low,Low,Low,10.996614336386973,Low
13,2,High,Low,Medium,Low,10.093572593394843,Low
14,0,Low,Medium,Medium,High,51.65971340432942,Medium
15,1,Low,Low,High,Low,25.73152313585714,Low
21,1,High,Medium,Low,Low,28.007042118163483,Low
21,0,Medium,Low,Medium,High,46.7809805529097,Medium
19,3,High,Medium,Low,Low,29.93971723356043,Low
0,4,Low,Medium,Medium,Low,70.92778343542432,High
9,1,Low,Medium,High,Low,25.62170573329136,Low
7,5,Low,Medium,Medium,Low,46.616980872138136,Medium
17,0,Low,Low,High,Low,20.594512677855548,Low
0,2,Medium,Low,Medium,Low,22.221354188789746,Low
1,0,Low,Low,Low,Low,33.69944689974255,Medium
0,7,Medium,Low,Medium,High,94.56830676435303,High
0,4,Low,High,High,Low,85.42395072094251,High
8,1,High,Low,Low,Medium,21.163319219178973,Low
12,0,Low,Medium,Low,Low,20.01548268861455,Low
0,1,Low,Low,Medium,Medium,71.95240672901764,High
12,2,Medium,Medium,Medium,High,46.614495547044726,Medium
19,4,Low,Medium,Medium,Medium,73.69350254905223,High
21,1,Medium,Low,Medium,Medium,41.364680971162926,Medium
6,0,Medium,Medium,High,Low,25.468520739381034,Low
